Start	End	Biotype	Strand	Name	Product	Bnb	JWnb	ECKnb
1493676	1493843	protein_coding	C	mokB	regulatory peptide	b1420	JW5882	ECK1413
1493833	1493885	misc_RNA	D	sokB		b4429	JWR0235	ECK1414
1494184	1495824	protein_coding	D	trg	methyl-accepting chemotaxis protein III%2C ribose and galactose sensor receptor	b1421	JW1417	ECK1415
1495862	1496785	protein_coding	C	ydcI	predicted DNA-binding transcriptional regulator	b1422	JW5226	ECK1416
1497002	1498345	protein_coding	D	ydcJ	conserved hypothetical protein	b1423	JW1419	ECK1417
1498600	1500225	protein_coding	D	mdoD	glucan biosynthesis protein%2C periplasmic	b1424	JW1420	ECK1418
1500365	1500589	protein_coding	D	ydcH	hypothetical protein	b1426	JW5823	ECK1419
1500652	1501191	protein_coding	D	rimL	ribosomal-protein-L7/L12-serine acetyltransferase	b1427	JW1423	ECK1420
1501183	1502163	protein_coding	C	ydcK	hypothetical protein	b1428	JW1424	ECK1421
1502287	1503279	protein_coding	D	tehA	potassium-tellurite ethidium and proflavin transporter	b1429	JW1425	ECK1422
1503276	1503869	protein_coding	D	tehB	predicted S-adenosyl-L-methionine-dependent methyltransferase	b1430	JW1426	ECK1423
1504171	1504839	protein_coding	D	ydcL	predicted lipoprotein	b1431	JW1427	ECK1424
1505371	1506579	protein_coding	D	ydcM	predicted transposase	b1432	JW5228	ECK1426
1506619	1507794	protein_coding	C	ydcO	predicted benzoate transporter	b1433	JW5229	ECK1427
1507886	1508422	protein_coding	D	ydcN	predicted DNA-binding transcriptional regulator	b1434	JW1430	ECK1428
1508495	1510456	protein_coding	D	ydcP	predicted peptidase	b1435	JW1431	ECK1429
1510548	1510778	protein_coding	C	yncJ	hypothetical protein	b1436	JW1432	ECK1430
1511000	1511176	protein_coding	D	yncN	hypothetical protein	b4532	JW5230	ECK1431
1511201	1511638	protein_coding	D	ydcQ	predicted DNA-binding transcriptional regulator	b1438	JW1433	ECK1432
1511717	1513123	protein_coding	D	ydcR	fused predicted DNA-binding transcriptional regulator and predicted amino transferase	b1439	JW1434	ECK1433
1513368	1514513	protein_coding	D	ydcS	predicted spermidine/putrescine transporter subunit	b1440	JW1435	ECK1434
1514531	1515544	protein_coding	D	ydcT	predicted spermidine/putrescine transporter subunit	b1441	JW1436	ECK1435
1515545	1516486	protein_coding	D	ydcU	predicted spermidine/putrescine transporter subunit	b1442	JW1437	ECK1436
1516476	1517270	protein_coding	D	ydcV	predicted spermidine/putrescine transporter subunit	b1443	JW1438	ECK1437
1517292	1518716	protein_coding	D	ydcW	medium chain aldehyde dehydrogenase	b1444	JW1439	ECK1438
1519103	1519276	protein_coding	D	ydcX	predicted inner membrane protein	b1445	JW5232	ECK1439
1519362	1519595	protein_coding	D	ydcY	hypothetical protein	b1446	JW1441	ECK1440
1519596	1520045	protein_coding	C	ydcZ	predicted inner membrane protein	b1447	JW1442	ECK1441
1520042	1520560	protein_coding	C	yncA	predicted acyltransferase with acyl-CoA N-acyltransferase domain	b1448	JW5233	ECK1442
1520741	1521778	protein_coding	D	yncB	predicted oxidoreductase%2C Zn-dependent and NAD(P)-binding	b1449	JW5907	ECK1443
1521976	1522641	protein_coding	D	yncC	predicted DNA-binding transcriptional regulator	b1450	JW1445	ECK1444
1522677	1524779	protein_coding	C	yncD	predicted iron outer membrane transporter	b1451	JW1446	ECK1445
1525021	1526082	protein_coding	D	yncE	conserved hypothetical protein	b1452	JW1447	ECK1446
1526195	1527694	protein_coding	C	ansP	L-asparagine transporter	b1453	JW5234	ECK1447
1527961	1528578	protein_coding	D	yncG	hypothetical protein	b1454	JW1449	ECK1448
1528654	1528866	protein_coding	D	yncH	hypothetical protein	b1455	JW5235	ECK1449
1529604	1531652	protein_coding	D	rhsE	rhsE element core protein RshE	b1456	JW1451	ECK1450
1531636	1532118	protein_coding	D	ydcD	hypothetical protein	b1457	JW1452	ECK1451
1532300	1533046	protein_coding	D	yncI	hypothetical protein	b1458	JW1453	ECK1452
1533090	1533290	protein_coding	D	yncM	hypothetical protein	b1459	JW5237	ECK1453
1533530	1534666	protein_coding	D	ydcC	conserved hypothetical protein	b1460	JW1455	ECK1454
1534766	1534999	protein_coding	D	ydcE	4-oxalocrotonate tautomerase	b1461	JW1456	ECK1455
1534996	1535565	protein_coding	C	yddH	conserved hypothetical protein	b1462	JW1457	ECK1456
1535738	1536583	protein_coding	D	nhoA	N-hydroxyarylamine O-acetyltransferase	b1463	JW1458	ECK1457
1536679	1537572	protein_coding	C	yddE	conserved hypothetical protein	b1464	JW1459	ECK1458
1537651	1538331	protein_coding	C	narV	nitrate reductase 2 (NRZ)%2C gamma subunit	b1465	JW1460	ECK1459
1538328	1539023	protein_coding	C	narW	nitrate reductase 2 (NRZ)%2C delta subunit (assembly subunit)	b1466	JW1461	ECK1460
1539023	1540567	protein_coding	C	narY	nitrate reductase 2 (NRZ)%2C beta subunit	b1467	JW1462	ECK1461
1540564	1544304	protein_coding	C	narZ	nitrate reductase 2 (NRZ)%2C alpha subunit	b1468	JW1463	ECK1462
1544386	1545774	protein_coding	C	narU	nitrate/nitrite transporter	b1469	JW1464	ECK1463
1546098	1546433	protein_coding	C	yddJ	hypothetical protein	b1470	JW1466	ECK1464
1546472	1547428	protein_coding	C	yddK	hypothetical protein	b1471	JW1467	ECK1465
1547452	1547742	protein_coding	C	yddL	predicted lipoprotein	b1472	JW1468	ECK1466
1548002	1548826	protein_coding	C	yddG	predicted methyl viologen efflux pump	b1473	JW1469	ECK1467
1549115	1552162	protein_coding	D	fdnG	formate dehydrogenase-N%2C alpha subunit%2C nitrate-inducible	b1474	JW1470	ECK1468
1552175	1553059	protein_coding	D	fdnH	formate dehydrogenase-N%2C Fe-S (beta) subunit%2C nitrate-inducible	b1475	JW1471	ECK1469
1553052	1553705	protein_coding	D	fdnI	formate dehydrogenase-N%2C cytochrome B556 (gamma) subunit%2C nitrate-inducible	b1476	JW1472	ECK1470
1554112	1554474	protein_coding	C	yddM	predicted DNA-binding transcriptional regulator	b1477	JW5908	ECK1471
1554542	1555552	protein_coding	C	adhP	alcohol dehydrogenase%2C 1-propanol preferring	b1478	JW1474	ECK1472
1555686	1557383	protein_coding	C	sfcA	malate dehydrogenase%2C NAD-requiring	b1479	JW5238	ECK1473
1557540	1557677	protein_coding	C	sra	30S ribosomal subunit protein S22	b1480	JW5962	ECK1474
1557779	1557994	protein_coding	C	bdm	biofilm-dependent modulation protein	b1481	JW5239	ECK1475
1558339	1558770	protein_coding	D	osmC	osmotically inducible%2C stress-inducible membrane protein	b1482	JW1477	ECK1476
1558826	1559752	protein_coding	C	ddpF	D-Ala-D-Ala transporter subunit	b1483	JW1478	ECK1477
1559745	1560731	protein_coding	C	ddpD	D-Ala-D-Ala transporter subunit	b1484	JW1479	ECK1478
1560728	1561624	protein_coding	C	ddpC	D-Ala-D-Ala transporter subunit	b1485	JW1480	ECK1479
1561621	1562643	protein_coding	C	ddpB	D-Ala-D-Ala transporter subunit	b1486	JW1481	ECK1480
1562645	1564195	protein_coding	C	ddpA	D-Ala-D-Ala transporter subunit	b1487	JW5240	ECK1481
1564209	1564790	protein_coding	C	ddpX	D-Ala-D-Ala dipeptidase%2C Zn-dependent	b1488	JW1483	ECK1482
1565048	1567447	protein_coding	C	dos	cAMP phosphodiesterase%2C heme-regulated	b1489	JW1484	ECK1483
1567472	1568515	protein_coding	C	yddV	predicted diguanylate cyclase	b1490	JW5241	ECK1484
1569218	1570537	protein_coding	C	yddW	predicted liprotein	b1491	JW1486	ECK1485
1570668	1572203	protein_coding	C	gadC	predicted glutamate:gamma-aminobutyric acid antiporter	b1492	JW1487	ECK1486
1572359	1573759	protein_coding	C	gadB	glutamate decarboxylase B%2C PLP-dependent	b1493	JW1488	ECK1487
1574121	1576916	protein_coding	C	pqqL	predicted peptidase	b1494	JW1489	ECK1488
1576961	1579333	protein_coding	C	yddB	predicted porin protein	b1495	JW1490	ECK1489
1579371	1581056	protein_coding	C	yddA	fused predicted multidrug transporter subunits and membrane component and ATP-binding component of ABC superfamily	b1496	JW5242	ECK1490
1581347	1582504	protein_coding	C	ydeM	conserved hypothetical protein	b1497	JW1492	ECK1491
1582556	1584238	protein_coding	C	ydeN	conserved hypothetical protein	b1498	JW5243	ECK1492
1584640	1585401	protein_coding	C	ydeO	predicted DNA-binding transcriptional acfivator	b1499	JW1494	ECK1493
1585921	1588200	protein_coding	C	ydeP	predicted oxidoreductase	b1501	JW1495	ECK1494
1588534	1589448	protein_coding	C	ydeQ	predicted fimbrial-like adhesin protein	b1502	JW1496	ECK1495
1589507	1590010	protein_coding	C	ydeR	predicted fimbrial-like adhesin protein	b1503	JW1497	ECK1496
1590023	1590553	protein_coding	C	ydeS	predicted fimbrial-like adhesin protein	b1504	JW1498	ECK1497
1590567	1591715	protein_coding	C	ydeT	hypothetical protein	b1505	JW1499	ECK1498
1592071	1592250	protein_coding	C	yneL	predicted transcriptional regulator	b1506	JW5244	ECK1499
1592568	1593890	protein_coding	C	hipA	regulator with hipB	b1507	JW1500	ECK1500
1593890	1594156	protein_coding	C	hipB	DNA-binding transcriptional regulator	b1508	JW1501	ECK1501
1595823	1599800	protein_coding	C	ydeK	predicted lipoprotein	b1510	JW1503	ECK1503
1600331	1601923	protein_coding	C	ydeV	predicted sugar kinase	b1511	JW1504	ECK1504
1602002	1602955	protein_coding	C	ydeW	predicted DNA-binding transcriptional regulator	b1512	JW1505	ECK1505
1603204	1604739	protein_coding	D	ego	fused AI2 transporter subunits and ATP-binding components of ABC superfamily	b1513	JW1506	ECK1506
1604733	1605761	protein_coding	D	lsrC	AI2 transporter	b1514	JW1507	ECK1507
1605761	1606753	protein_coding	D	lsrD	AI2 transporter	b1515	JW1508	ECK1508
1606765	1607787	protein_coding	D	lsrB	AI2 transporter	b1516	JW1509	ECK1509
1607814	1608689	protein_coding	D	lsrF	predicted aldolase	b1517	JW1510	ECK1510
1608713	1609003	protein_coding	D	lsrG	conserved hypothetical protein	b1518	JW1511	ECK1511
1609060	1609818	protein_coding	D	tam	trans-aconitate methyltransferase	b1519	JW1512	ECK1512
1609822	1610736	protein_coding	C	yneE	conserved inner membrane protein	b1520	JW5245	ECK1513
1610943	1612394	protein_coding	C	uxaB	altronate oxidoreductase%2C NAD-dependent	b1521	JW1514	ECK1514
1612621	1613568	protein_coding	C	yneF	predicted diguanylate cyclase	b1522	JW5825	ECK1515
1613680	1614039	protein_coding	C	yneG	conserved hypothetical protein	b1523	JW1516	ECK1516
1614039	1614965	protein_coding	C	yneH	predicted glutaminase	b1524	JW1517	ECK1517
1615029	1616417	protein_coding	C	yneI	predicted aldehyde dehydrogenase	b1525	JW5247	ECK1518
1616518	1617399	protein_coding	D	yneJ	predicted DNA-binding transcriptional regulator	b1526	JW1519	ECK1519
1617477	1618592	protein_coding	D	yneK	hypothetical protein	b1527	JW1520	ECK1520
1618742	1619932	protein_coding	D	ydeA	predicted arabinose transporter	b1528	JW1521	ECK1521
1619957	1620622	protein_coding	C	marC	predicted transporter	b1529	JW1522	ECK1522
1620834	1621268	protein_coding	D	marR	DNA-binding transcriptional repressor	b1530	JW5248	ECK1523
1621288	1621671	protein_coding	D	marA	DNA-binding transcriptional dual regulator	b1531	JW5249	ECK1524
1621703	1621921	protein_coding	D	marB	hypothetical protein	b1532	JW1525	ECK1525
1621952	1622851	protein_coding	C	eamA	cysteine and O-acetyl-L-serine efflux system	b1533	JW5250	ECK1526
1623046	1624233	protein_coding	D	ydeE	predicted transporter	b1534	JW1527	ECK1527
1624674	1625564	protein_coding	C	ydeH	conserved hypothetical protein	b1535	JW1528	ECK1528
1625819	1626211	protein_coding	C	ydeI	conserved hypothetical protein	b1536	JW1529	ECK1529
1626487	1627005	protein_coding	D	ydeJ	conserved hypothetical protein	b1537	JW1530	ECK1530
1627049	1629094	protein_coding	C	dcp	dipeptidyl carboxypeptidase II	b1538	JW1531	ECK1531
1629231	1629977	protein_coding	D	ydfG	L-allo-threonine dehydrogenase%2C NAD(P)-binding	b1539	JW1532	ECK1532
1630066	1630752	protein_coding	D	ydfH	predicted DNA-binding transcriptional regulator	b1540	JW1533	ECK1533
1630929	1631132	protein_coding	D	ydfZ	conserved hypothetical protein	b1541	JW1534	ECK1534
1631167	1632627	protein_coding	C	ydfI	predicted mannonate dehydrogenase	b1542	JW1535	ECK1535
1632716	1633999	protein_coding	C	ydfJ	predicted transporter	b1543	JW1536	ECK1536
1634753	1635019	protein_coding	D	ydfK	predicted DNA-binding transcriptional regulator	b1544	JW1537	ECK1537
1635336	1635926	protein_coding	D	pinQ	predicted site-specific recombinase	b1545	JW1538	ECK1538
1636024	1636599	protein_coding	C	tfaQ	predicted tail fibre assembly protein	b1546	JW1539	ECK1539
1636599	1637561	protein_coding	C	stfQ	predicted side tail fibre assembly protein	b1547	JW1540	ECK1540
1637512	1638081	protein_coding	C	nohA	predicted packaging protein	b1548	JW1541	ECK1541
1638470	1638703	protein_coding	D	ynfO	hypothetical protein	b4533	JW5251	ECK1542
1638761	1639171	protein_coding	D	ydfO	hypothetical protein	b1549	JW5252	ECK1543
1639323	1639496	protein_coding	C	gnsB	hypothetical protein	b1550	JW5253	ECK1544
1639668	1639823	protein_coding	C	ynfN	hypothetical protein	b1551	JW5254	ECK1545
1640169	1640381	protein_coding	C	cspI	cold shock protein	b1552	JW1544	ECK1546
1640744	1641241	protein_coding	C	ydfP	conserved hypothetical protein	b1553	JW1545	ECK1547
1641238	1641771	protein_coding	C	ydfQ	predicted lysozyme	b1554	JW1546	ECK1548
1641768	1642079	protein_coding	C	ydfR	hypothetical protein	b1555	JW1547	ECK1549
1642084	1642299	protein_coding	C	essQ	predicted S lysis protein	b1556	JW5255	ECK1550
1643053	1643268	protein_coding	C	cspB	cold shock protein	b1557	JW1549	ECK1551
1643569	1643781	protein_coding	D	cspF	cold shock protein	b1558	JW1550	ECK1552
1644203	1644955	protein_coding	C	ydfT	predicted antitermination protein Q	b1559	JW1551	ECK1553
1644969	1646018	protein_coding	C	ydfU	hypothetical protein	b1560	JW5909	ECK1554
1646365	1646616	protein_coding	C	rem	hypothetical protein	b1561	JW1553	ECK1555
1646833	1646988	protein_coding	C	hokD	small toxic polypeptide	b1562	JW1554	ECK1556
1647060	1647347	protein_coding	C	relE	toxin of the RelE-RelB toxin-antitoxin system	b1563	JW1555	ECK1557
1647347	1647586	protein_coding	C	relB	bifunctional antitoxin of the RelE-RelB toxin-antitoxin system and transcriptional repressor	b1564	JW1556	ECK1558
1647611	1647916	protein_coding	D	ydfV	hypothetical protein	b1565	JW1557	ECK1559
1648119	1648451	protein_coding	D	flxA	hypothetical protein	b1566	JW1558	ECK1560
1648888	1649037	protein_coding	C	ydfW	hypothetical protein	b1567	JW1559	ECK1561
1649060	1649350	protein_coding	C	ydfX	hypothetical protein	b1568	JW1560	ECK1562
1649334	1649564	protein_coding	C	dicC	DNA-binding transcriptional regulator	b1569	JW1561	ECK1563
1649648	1650055	protein_coding	D	dicA	predicted regulator for DicB	b1570	JW1562	ECK1564
1650222	1650377	protein_coding	D	ydfA	hypothetical protein	b1571	JW1563	ECK1565
1650379	1650507	protein_coding	D	ydfB	hypothetical protein	b1572	JW1564	ECK1566
1650537	1650755	protein_coding	D	ydfC	hypothetical protein	b1573	JW1565	ECK1567
1651096	1651148	misc_RNA	D	dicF		b1574	JWR0030	ECK1568
1651323	1651511	protein_coding	D	dicB	cell division inhibition protein	b1575	JW1566	ECK1569
1651508	1651699	protein_coding	D	ydfD	hypothetical protein	b1576	JW1567	ECK1570
1651792	1652712	protein_coding	D	ydfE	hypothetical protein	b1577	JW1568	ECK1571
1652595	1653251	protein_coding	D	insD-5	predicted transposase	b1578	JW1570	ECK1572
1653226	1654422	protein_coding	D	intQ	predicted defective integrase	b1579	JW1571	ECK1573
1654610	1655629	protein_coding	C	rspB	predicted oxidoreductase%2C Zn-dependent and NAD(P)-binding	b1580	JW1572	ECK1575
1655641	1656855	protein_coding	C	rspA	predicted dehydratase	b1581	JW1573	ECK1576
1657061	1657387	protein_coding	C	ynfA	conserved inner membrane protein	b1582	JW1574	ECK1577
1657522	1657863	protein_coding	D	ynfB	hypothetical protein	b1583	JW1575	ECK1578
1657898	1658458	protein_coding	D	speG	spermidine N1-acetyltransferase	b1584	JW1576	ECK1579
1658461	1659171	protein_coding	C	ynfC	hypothetical protein	b1585	JW5258	ECK1580
1659279	1659584	protein_coding	D	ynfD	hypothetical protein	b1586	JW5259	ECK1581
1659783	1662209	protein_coding	D	ynfE	oxidoreductase subunit	b1587	JW1579	ECK1582
1662270	1664693	protein_coding	D	ynfF	oxidoreductase subunit	b1588	JW5260	ECK1583
1664704	1665321	protein_coding	D	ynfG	oxidoreductase%2C Fe-S subunit	b1589	JW1581	ECK1584
1665323	1666177	protein_coding	D	ynfH	oxidoreductase%2C membrane subunit	b1590	JW5261	ECK1585
1666220	1666834	protein_coding	D	dmsD	twin-argninine leader-binding protein for DmsA and TorA	b1591	JW5262	ECK1586
1667029	1668285	protein_coding	D	clcB	predicted voltage-gated chloride channel	b1592	JW5263	ECK1587
1668238	1668933	protein_coding	C	ynfK	predicted dethiobiotin synthetase	b1593	JW5264	ECK1588
1669058	1670278	protein_coding	C	dgsA	DNA-binding transcriptional repressor	b1594	JW1586	ECK1589
1670413	1671306	protein_coding	C	ynfL	predicted DNA-binding transcriptional regulator	b1595	JW1587	ECK1590
1671413	1672666	protein_coding	D	ynfM	predicted transporter	b1596	JW1588	ECK1591
1673090	1673398	protein_coding	D	asr	acid shock-inducible periplasmic protein	b1597	JW5826	ECK1592
1673674	1674495	protein_coding	D	ydgD	predicted peptidase	b1598	JW1590	ECK1593
1674534	1674863	protein_coding	C	mdtI	multidrug efflux system transporter	b1599	JW1591	ECK1594
1674850	1675215	protein_coding	C	mdtJ	multidrug efflux system transporter	b1600	JW1592	ECK1595
1675627	1676661	protein_coding	D	ydgG	predicted inner membrane protein	b1601	JW1593	ECK1596
1676686	1678074	protein_coding	C	pntB	pyridine nucleotide transhydrogenase%2C beta subunit	b1602	JW1594	ECK1597
1678085	1679617	protein_coding	C	pntA	pyridine nucleotide transhydrogenase%2C alpha subunit	b1603	JW1595	ECK1598
1680141	1681085	protein_coding	D	ydgH	hypothetical protein	b1604	JW1596	ECK1599
1681271	1682653	protein_coding	D	ydgI	predicted arginine/ornithine antiporter transporter	b1605	JW1597	ECK1600
1682690	1683412	protein_coding	D	folM	dihydrofolate reductase isozyme	b1606	JW1598	ECK1601
1683409	1683744	protein_coding	C	ydgC	conserved inner membrane protein associated with alginate biosynthesis	b1607	JW1599	ECK1602
1683864	1684592	protein_coding	D	rstA	DNA-bindng response regulator in two-component regulatory system with RstB	b1608	JW1600	ECK1603
1684596	1685897	protein_coding	D	rstB	sensory histidine kinase in two-component regulatory system with RstA	b1609	JW1601	ECK1604
1685973	1686902	protein_coding	D	tus	inhibitor of replication at Ter%2C DNA-binding protein	b1610	JW1602	ECK1605
1686899	1688302	protein_coding	C	fumC	fumarate hydratase (fumarase C)%2C aerobic Class II	b1611	JW1603	ECK1606
1688445	1690091	protein_coding	C	fumA	aerobic Class I fumarate hydratase	b1612	JW1604	ECK1607
1690290	1691465	protein_coding	D	manA	mannose-6-phosphate isomerase	b1613	JW1605	ECK1608
1691566	1693074	protein_coding	D	ydgA	conserved hypothetical protein	b1614	JW1606	ECK1609
1693300	1694565	protein_coding	C	uidC	predicted outer membrane porin protein	b1615	JW1607	ECK1610
1694604	1695977	protein_coding	C	uidB	glucuronide transporter	b1616	JW1608	ECK1611
1695974	1697785	protein_coding	C	uidA	beta-D-glucuronidase	b1617	JW1609	ECK1612
1698176	1698766	protein_coding	C	uidR	DNA-binding transcriptional repressor	b1618	JW1610	ECK1613
1698987	1699754	protein_coding	C	hdhA	7alpha-hydroxysteroid dehydrogenase%2C NAD-dependent	b1619	JW1611	ECK1614
1699866	1700894	protein_coding	C	malI	DNA-binding transcriptional repressor	b1620	JW1612	ECK1615
1701069	1702661	protein_coding	D	malX	fused maltose and glucose-specific PTS enzyme IIBC components	b1621	JW1613	ECK1616
