Start	End	CDS	Strand	Name	Locus_tag	Product	Bnb	JWnb	ECKnb
1204484	1204633	CDS	C	hokB	ECMDS42_1135	toxic polypeptide%2C small	b4428	JW5225	ECK1412
1204524	1204691	CDS	C	mokB	ECMDS42_1136	regulatory peptide	b1420	JW5882	ECK1413
1205032	1206672	CDS	D	trg	ECMDS42_1138	methyl-accepting chemotaxis protein III%2C ribose and galactose sensor receptor	b1421	JW1417	ECK1415
1206710	1207633	CDS	C	ydcI	ECMDS42_1139	predicted DNA-binding transcriptional regulator	b1422	JW5226	ECK1416
1207850	1209193	CDS	D	ydcJ	ECMDS42_1140	conserved protein	b1423	JW1419	ECK1417
1209448	1211073	CDS	D	mdoD	ECMDS42_1141	glucan biosynthesis protein%2C periplasmic	b1424	JW1420	ECK1418
1211213	1211437	CDS	D	ydcH	ECMDS42_1142	predicted protein	b1426	JW5823	ECK1419
1211500	1212039	CDS	D	rimL	ECMDS42_1143	ribosomal-protein-L7/L12-serine acetyltransferase	b1427	JW1423	ECK1420
1212031	1213011	CDS	C	ydcK	ECMDS42_1144	predicted enzyme	b1428	JW1424	ECK1421
1213135	1214127	CDS	D	tehA	ECMDS42_1145	potassium-tellurite ethidium and proflavin transporter	b1429	JW1425	ECK1422
1214124	1214717	CDS	D	tehB	ECMDS42_1146	predicted S-adenosyl-L-methionine-dependent methyltransferase	b1430	JW1426	ECK1423
1215019	1215687	CDS	D	ydcL	ECMDS42_1147	predicted lipoprotein	b1431	JW1427	ECK1424
1216219	1217427	CDS	D	ydcM	ECMDS42_1151	predicted transposase	b1432	JW5228	ECK1426
1217467	1218642	CDS	C	ydcO	ECMDS42_1152	predicted benzoate transporter	b1433	JW5229	ECK1427
1218734	1219270	CDS	D	ydcN	ECMDS42_1153	predicted DNA-binding transcriptional regulator	b1434	JW1430	ECK1428
1219343	1221304	CDS	D	ydcP	ECMDS42_1154	predicted peptidase	b1435	JW1431	ECK1429
1221396	1221626	CDS	C	yncJ	ECMDS42_1155	predicted protein	b1436	JW1432	ECK1430
1221848	1222024	CDS	D	yncN	ECMDS42_1156	predicted protein	b4532	JW5230	ECK1431
1222049	1222486	CDS	D	ydcQ	ECMDS42_1157	predicted DNA-binding transcriptional regulator	b1438	JW1433	ECK1432
1222565	1223971	CDS	D	ydcR	ECMDS42_1158	fused predicted DNA-binding transcriptional regulator/predicted amino transferase	b1439	JW1434	ECK1433
1224216	1225361	CDS	D	ydcS	ECMDS42_1159	predicted spermidine/putrescine transporter subunit	b1440	JW1435	ECK1434
1225379	1226392	CDS	D	ydcT	ECMDS42_1160	predicted spermidine/putrescine transporter subunit	b1441	JW1436	ECK1435
1226393	1227334	CDS	D	ydcU	ECMDS42_1161	predicted spermidine/putrescine transporter subunit	b1442	JW1437	ECK1436
1227324	1228118	CDS	D	ydcV	ECMDS42_1162	predicted spermidine/putrescine transporter subunit	b1443	JW1438	ECK1437
1228140	1229564	CDS	D	ydcW	ECMDS42_1163	medium chain aldehyde dehydrogenase	b1444	JW1439	ECK1438
1229951	1230124	CDS	D	ydcX	ECMDS42_1164	predicted inner membrane protein	b1445	JW5232	ECK1439
1230210	1230443	CDS	D	ydcY	ECMDS42_1165	predicted protein	b1446	JW1441	ECK1440
1230444	1230893	CDS	C	ydcZ	ECMDS42_1166	predicted inner membrane protein	b1447	JW1442	ECK1441
1230890	1231408	CDS	C	yncA	ECMDS42_1167	predicted acyltransferase with acyl-CoA N-acyltransferase domain	b1448	JW5233	ECK1442
1231589	1232626	CDS	D	yncB	ECMDS42_1168	predicted oxidoreductase%2C Zn-dependent and NAD(P)-binding	b1449	JW5907	ECK1443
1232824	1233489	CDS	D	yncC	ECMDS42_1169	predicted DNA-binding transcriptional regulator	b1450	JW1445	ECK1444
1233525	1235627	CDS	C	yncD	ECMDS42_1170	predicted iron outer membrane transporter	b1451	JW1446	ECK1445
1235869	1236930	CDS	D	yncE	ECMDS42_1171	conserved protein	b1452	JW1447	ECK1446
1237043	1238542	CDS	C	ansP	ECMDS42_1172	L-asparagine transporter	b1453	JW5234	ECK1447
1238809	1239426	CDS	D	yncG	ECMDS42_1173	predicted enzyme	b1454	JW1449	ECK1448
1239502	1239714	CDS	D	yncH	ECMDS42_1174	predicted protein	b1455	JW5235	ECK1449
1240851	1241696	CDS	D	nhoA	ECMDS42_1175	N-hydroxyarylamine O-acetyltransferase	b1463	JW1458	ECK1457
1241792	1242685	CDS	C	yddE	ECMDS42_1176	conserved protein	b1464	JW1459	ECK1458
1242764	1243444	CDS	C	narV	ECMDS42_1177	nitrate reductase 2 (NRZ)%2C gamma subunit	b1465	JW1460	ECK1459
1243441	1244136	CDS	C	narW	ECMDS42_1178	nitrate reductase 2 (NRZ)%2C delta subunit	b1466	JW1461	ECK1460
1244136	1245680	CDS	C	narY	ECMDS42_1179	nitrate reductase 2 (NRZ)%2C beta subunit	b1467	JW1462	ECK1461
1245677	1249417	CDS	C	narZ	ECMDS42_1180	nitrate reductase 2 (NRZ)%2C alpha subunit	b1468	JW1463	ECK1462
1249499	1250887	CDS	C	narU	ECMDS42_1181	nitrate/nitrite transporter	b1469	JW1464	ECK1463
1251211	1251546	CDS	C	yddJ	ECMDS42_1182	predicted protein	b1470	JW1466	ECK1464
1251585	1252541	CDS	C	yddK	ECMDS42_1183	predicted protein	b1471	JW1467	ECK1465
1252565	1252855	CDS	C	yddL	ECMDS42_1184	predicted lipoprotein	b1472	JW1468	ECK1466
1253115	1253939	CDS	C	yddG	ECMDS42_1185	predicted methyl viologen efflux pump	b1473	JW1469	ECK1467
1254228	1257275	CDS	D	fdnG	ECMDS42_1186	formate dehydrogenase-N%2C alpha subunit%2C nitrate-inducible	b1474	JW1470	ECK1468
1257288	1258172	CDS	D	fdnH	ECMDS42_1187	formate dehydrogenase-N%2C Fe-S (beta) subunit%2C nitrate-inducible	b1475	JW1471	ECK1469
1258165	1258818	CDS	D	fdnI	ECMDS42_1188	formate dehydrogenase-N%2C cytochrome B556 (gamma) subunit%2C nitrate-inducible	b1476	JW1472	ECK1470
1259225	1259587	CDS	C	yddM	ECMDS42_1189	predicted DNA-binding transcriptional regulator	b1477	JW5908	ECK1471
1259655	1260665	CDS	C	adhP	ECMDS42_1190	alcohol dehydrogenase%2C 1-propanol preferring	b1478	JW1474	ECK1472
1260799	1262496	CDS	C	sfcA	ECMDS42_1191	malate dehydrogenase%2C NAD-requiring	b1479	JW5238	ECK1473
1262653	1262790	CDS	C	sra	ECMDS42_1192	30S ribosomal subunit protein S22	b1480	JW5962	ECK1474
1262892	1263107	CDS	C	bdm	ECMDS42_1193	biofilm-dependent modulation protein	b1481	JW5239	ECK1475
1263452	1263883	CDS	D	osmC	ECMDS42_1194	osmotically inducible%2C stress-inducible membrane protein	b1482	JW1477	ECK1476
1263939	1264865	CDS	C	ddpF	ECMDS42_1195	D-Ala-D-Ala transporter subunit	b1483	JW1478	ECK1477
1264858	1265844	CDS	C	ddpD	ECMDS42_1196	D-Ala-D-Ala transporter subunit	b1484	JW1479	ECK1478
1265841	1266737	CDS	C	ddpC	ECMDS42_1197	D-Ala-D-Ala transporter subunit	b1485	JW1480	ECK1479
1266734	1267756	CDS	C	ddpB	ECMDS42_1198	D-Ala-D-Ala transporter subunit	b1486	JW1481	ECK1480
1267758	1269308	CDS	C	ddpA	ECMDS42_1199	D-Ala-D-Ala transporter subunit	b1487	JW5240	ECK1481
1269322	1269903	CDS	C	ddpX	ECMDS42_1200	D-Ala-D-Ala dipeptidase%2C Zn-dependent	b1488	JW1483	ECK1482
1270161	1272560	CDS	C	dos	ECMDS42_1201	cAMP phosphodiesterase%2C heme-regulated	b1489	JW1484	ECK1483
1272585	1273628	CDS	C	yddV	ECMDS42_1202	predicted diguanylate cyclase	b1490	JW5241	ECK1484
1274331	1275650	CDS	C	yddW	ECMDS42_1203	predicted liprotein	b1491	JW1486	ECK1485
1275781	1277316	CDS	C	gadC	ECMDS42_1204	predicted glutamate:gamma-aminobutyric acid antiporter	b1492	JW1487	ECK1486
1277472	1278872	CDS	C	gadB	ECMDS42_1205	glutamate decarboxylase B%2C PLP-dependent	b1493	JW1488	ECK1487
1279234	1282029	CDS	C	pqqL	ECMDS42_1206	predicted peptidase	b1494	JW1489	ECK1488
1282074	1284446	CDS	C	yddB	ECMDS42_1207	predicted porin protein	b1495	JW1490	ECK1489
1284484	1286169	CDS	C	yddA	ECMDS42_1208	fused predicted multidrug transporter subunits	b1496	JW5242	ECK1490
1286460	1287617	CDS	C	ydeM	ECMDS42_1209	conserved protein	b1497	JW1492	ECK1491
1287669	1289351	CDS	C	ydeN	ECMDS42_1210	conserved protein	b1498	JW5243	ECK1492
1289753	1290514	CDS	C	ydeO	ECMDS42_1211	predicted DNA-binding transcriptional acfivator	b1499	JW1494	ECK1493
1291034	1293313	CDS	C	ydeP	ECMDS42_1212	predicted oxidoreductase	b1501	JW1495	ECK1494
1293647	1294561	CDS	C	ydeQ	ECMDS42_1213	predicted fimbrial-like adhesin protein	b1502	JW1496	ECK1495
1294620	1295123	CDS	C	ydeR	ECMDS42_1214	predicted fimbrial-like adhesin protein	b1503	JW1497	ECK1496
1295136	1295666	CDS	C	ydeS	ECMDS42_1215	predicted fimbrial-like adhesin protein	b1504	JW1498	ECK1497
1295680	1296828	CDS	C	ydeT	ECMDS42_1216	predicted protein	b1505	JW1499	ECK1498
1297184	1297363	CDS	C	yneL	ECMDS42_1217	predicted transcriptional regulator	b1506	JW5244	ECK1499
1297681	1299003	CDS	C	hipA	ECMDS42_1218	regulator with hipB	b1507	JW1500	ECK1500
1299003	1299269	CDS	C	hipB	ECMDS42_1219	DNA-binding transcriptional regulator	b1508	JW1501	ECK1501
1300936	1304913	CDS	C	ydeK	ECMDS42_1221	predicted lipoprotein	b1510	JW1503	ECK1503
1305444	1307036	CDS	C	ydeV	ECMDS42_1222	predicted sugar kinase	b1511	JW1504	ECK1504
1307115	1308068	CDS	C	ydeW	ECMDS42_1223	predicted DNA-binding transcriptional regulator	b1512	JW1505	ECK1505
1308317	1309852	CDS	D	ego	ECMDS42_1224	fused AI2 transporter subunits	b1513	JW1506	ECK1506
1309846	1310874	CDS	D	lsrC	ECMDS42_1225	AI2 transporter	b1514	JW1507	ECK1507
1310874	1311866	CDS	D	lsrD	ECMDS42_1226	AI2 transporter	b1515	JW1508	ECK1508
1311878	1312900	CDS	D	lsrB	ECMDS42_1227	AI2 transporter	b1516	JW1509	ECK1509
1312927	1313802	CDS	D	lsrF	ECMDS42_1228	predicted aldolase	b1517	JW1510	ECK1510
1313826	1314116	CDS	D	lsrG	ECMDS42_1229	conserved protein	b1518	JW1511	ECK1511
1314173	1314931	CDS	D	tam	ECMDS42_1230	trans-aconitate methyltransferase	b1519	JW1512	ECK1512
1314935	1315849	CDS	C	yneE	ECMDS42_1231	conserved inner membrane protein	b1520	JW5245	ECK1513
1316056	1317507	CDS	C	uxaB	ECMDS42_1232	altronate oxidoreductase%2C NAD-dependent	b1521	JW1514	ECK1514
1317734	1318681	CDS	C	yneF	ECMDS42_1233	predicted diguanylate cyclase	b1522	JW5825	ECK1515
1318793	1319152	CDS	C	yneG	ECMDS42_1234	conserved protein	b1523	JW1516	ECK1516
1319152	1320078	CDS	C	yneH	ECMDS42_1235	predicted glutaminase	b1524	JW1517	ECK1517
1320142	1321530	CDS	C	yneI	ECMDS42_1236	predicted aldehyde dehydrogenase	b1525	JW5247	ECK1518
1321631	1322512	CDS	D	yneJ	ECMDS42_1237	predicted DNA-binding transcriptional regulator	b1526	JW1519	ECK1519
1322590	1323705	CDS	D	yneK	ECMDS42_1238	predicted protein	b1527	JW1520	ECK1520
1323855	1325045	CDS	D	ydeA	ECMDS42_1239	predicted arabinose transporter	b1528	JW1521	ECK1521
1325070	1325735	CDS	C	marC	ECMDS42_1240	predicted transporter	b1529	JW1522	ECK1522
1325947	1326381	CDS	D	marR	ECMDS42_1241	DNA-binding transcriptional repressor	b1530	JW5248	ECK1523
1326401	1326784	CDS	D	marA	ECMDS42_1242	DNA-binding transcriptional dual regulator	b1531	JW5249	ECK1524
1326816	1327034	CDS	D	marB	ECMDS42_1243	predicted protein	b1532	JW1525	ECK1525
1327065	1327964	CDS	C	eamA	ECMDS42_1244	cysteine and O-acetyl-L-serine efflux system	b1533	JW5250	ECK1526
1328159	1329346	CDS	D	ydeE	ECMDS42_1245	predicted transporter	b1534	JW1527	ECK1527
1329787	1330677	CDS	C	ydeH	ECMDS42_1246	conserved protein	b1535	JW1528	ECK1528
1330932	1331324	CDS	C	ydeI	ECMDS42_1247	conserved protein	b1536	JW1529	ECK1529
1331600	1332118	CDS	D	ydeJ	ECMDS42_1248	conserved protein	b1537	JW1530	ECK1530
1332162	1334207	CDS	C	dcp	ECMDS42_1249	dipeptidyl carboxypeptidase II	b1538	JW1531	ECK1531
1334479	1335498	CDS	C	rspB	ECMDS42_1250	predicted oxidoreductase%2C Zn-dependent and NAD(P)-binding	b1580	JW1572	ECK1575
1335510	1336724	CDS	C	rspA	ECMDS42_1251	predicted dehydratase	b1581	JW1573	ECK1576
1336930	1337256	CDS	C	ynfA	ECMDS42_1252	conserved inner membrane protein	b1582	JW1574	ECK1577
1337391	1337732	CDS	D	ynfB	ECMDS42_1253	predicted protein	b1583	JW1575	ECK1578
1337767	1338327	CDS	D	speG	ECMDS42_1254	spermidine N1-acetyltransferase	b1584	JW1576	ECK1579
1338330	1339040	CDS	C	ynfC	ECMDS42_1255	predicted protein	b1585	JW5258	ECK1580
1339148	1339453	CDS	D	ynfD	ECMDS42_1256	predicted protein	b1586	JW5259	ECK1581
1339652	1342078	CDS	D	ynfE	ECMDS42_1257	oxidoreductase subunit	b1587	JW1579	ECK1582
1342139	1344562	CDS	D	ynfF	ECMDS42_1258	oxidoreductase subunit	b1588	JW5260	ECK1583
1344573	1345190	CDS	D	ynfG	ECMDS42_1259	oxidoreductase%2C Fe-S subunit	b1589	JW1581	ECK1584
1345192	1346046	CDS	D	ynfH	ECMDS42_1260	oxidoreductase%2C membrane subunit	b1590	JW5261	ECK1585
1346089	1346703	CDS	D	dmsD	ECMDS42_1261	twin-argninine leader-binding protein for DmsA and TorA	b1591	JW5262	ECK1586
1346898	1348154	CDS	D	clcB	ECMDS42_1262	predicted voltage-gated chloride channel	b1592	JW5263	ECK1587
1348107	1348802	CDS	C	ynfK	ECMDS42_1263	predicted dethiobiotin synthetase	b1593	JW5264	ECK1588
1348927	1350147	CDS	C	dgsA	ECMDS42_1264	DNA-binding transcriptional repressor	b1594	JW1586	ECK1589
1350282	1351175	CDS	C	ynfL	ECMDS42_1265	predicted DNA-binding transcriptional regulator	b1595	JW1587	ECK1590
1351282	1352535	CDS	D	ynfM	ECMDS42_1266	predicted transporter	b1596	JW1588	ECK1591
1352959	1353267	CDS	D	asr	ECMDS42_1267	acid shock-inducible periplasmic protein	b1597	JW5826	ECK1592
1353543	1354364	CDS	D	ydgD	ECMDS42_1268	predicted peptidase	b1598	JW1590	ECK1593
1354403	1354732	CDS	C	mdtI	ECMDS42_1269	multidrug efflux system transporter	b1599	JW1591	ECK1594
1354719	1355084	CDS	C	mdtJ	ECMDS42_1270	multidrug efflux system transporter	b1600	JW1592	ECK1595
1355496	1356530	CDS	D	ydgG	ECMDS42_1271	predicted inner membrane protein	b1601	JW1593	ECK1596
1356555	1357943	CDS	C	pntB	ECMDS42_1272	pyridine nucleotide transhydrogenase%2C beta subunit	b1602	JW1594	ECK1597
1357954	1359486	CDS	C	pntA	ECMDS42_1273	pyridine nucleotide transhydrogenase%2C alpha subunit	b1603	JW1595	ECK1598
1360010	1360954	CDS	D	ydgH	ECMDS42_1274	predicted protein	b1604	JW1596	ECK1599
1361140	1362522	CDS	D	ydgI	ECMDS42_1275	predicted arginine/ornithine antiporter transporter	b1605	JW1597	ECK1600
1362559	1363281	CDS	D	folM	ECMDS42_1276	dihydrofolate reductase isozyme	b1606	JW1598	ECK1601
1363278	1363613	CDS	C	ydgC	ECMDS42_1277	conserved inner membrane protein	b1607	JW1599	ECK1602
1363733	1364461	CDS	D	rstA	ECMDS42_1278	DNA-binding response regulator in two-component regulatory system with RstB	b1608	JW1600	ECK1603
1364465	1365766	CDS	D	rstB	ECMDS42_1279	sensory histidine kinase in two-component regulatory system with RstA	b1609	JW1601	ECK1604
1365842	1366771	CDS	D	tus	ECMDS42_1280	inhibitor of replication at Ter%2C DNA-binding protein	b1610	JW1602	ECK1605
1366768	1368171	CDS	C	fumC	ECMDS42_1281	fumarate hydratase (fumarase C)%2Caerobic Class II	b1611	JW1603	ECK1606
1368314	1369960	CDS	C	fumA	ECMDS42_1282	aerobic Class I fumarate hydratase	b1612	JW1604	ECK1607
1370159	1371334	CDS	D	manA	ECMDS42_1283	mannose-6-phosphate isomerase	b1613	JW1605	ECK1608
1371435	1372943	CDS	D	ydgA	ECMDS42_1284	conserved protein	b1614	JW1606	ECK1609
1373169	1374434	CDS	C	uidC	ECMDS42_1285	predicted outer membrane porin protein	b1615	JW1607	ECK1610
1374473	1375846	CDS	C	uidB	ECMDS42_1286	glucuronide transporter	b1616	JW1608	ECK1611
1375843	1377654	CDS	C	uidA	ECMDS42_1287	beta-D-glucuronidase	b1617	JW1609	ECK1612
1378045	1378635	CDS	C	uidR	ECMDS42_1288	DNA-binding transcriptional repressor	b1618	JW1610	ECK1613
1378856	1379623	CDS	C	hdhA	ECMDS42_1289	7alpha-hydroxysteroid dehydrogenase%2C NAD-dependent	b1619	JW1611	ECK1614
1379735	1380763	CDS	C	malI	ECMDS42_1290	DNA-binding transcriptional repressor	b1620	JW1612	ECK1615
1380938	1382530	CDS	D	malX	ECMDS42_1291	fused maltose and glucose-specific PTS enzyme IIBC components	b1621	JW1613	ECK1616
1382540	1383712	CDS	D	malY	ECMDS42_1292	bifunctional beta-cystathionase%2C PLP-dependent/regulator of maltose regulon	b1622	JW1614	ECK1617
1383816	1384817	CDS	D	add	ECMDS42_1293	adenosine deaminase	b1623	JW1615	ECK1618
1384851	1385891	CDS	C	ydgJ	ECMDS42_1294	predicted oxidoreductase	b1624	JW5265	ECK1619
1386134	1386259	CDS	D	blr	ECMDS42_1295	beta-lactam resistance membrane protein	b4409	JW5963	ECK1620
1386532	1386747	CDS	D	ydgT	ECMDS42_1296	predicted regulator	b1625	JW1617	ECK1621
1386833	1387273	CDS	D	ydgK	ECMDS42_1297	conserved inner membrane protein	b1626	JW1618	ECK1622
1387350	1387931	CDS	D	rsxA	ECMDS42_1298	predicted inner membrane subunit	b1627	JW1619	ECK1623
1387931	1388509	CDS	D	rsxB	ECMDS42_1299	predicted iron-sulfur protein	b1628	JW1620	ECK1624
1388502	1390724	CDS	D	rsxC	ECMDS42_1300	fused predicted 4Fe-4S ferredoxin-type protein	b1629	JW1621	ECK1625
1390725	1391783	CDS	D	rsxD	ECMDS42_1301	predicted inner membrane oxidoreductase	b1630	JW1622	ECK1626
1391787	1392407	CDS	D	rsxG	ECMDS42_1302	predicted oxidoreductase	b1631	JW1623	ECK1627
1392411	1393106	CDS	D	rsxE	ECMDS42_1303	predicted inner membrane NADH-quinone reductase	b1632	JW1624	ECK1628
1393106	1393741	CDS	D	nth	ECMDS42_1304	DNA glycosylase and apyrimidinic (AP) lyase	b1633	JW1625	ECK1629
1394352	1395854	CDS	D	ydgR	ECMDS42_1305	predicted transporter	b1634	JW1626	ECK1630
1395960	1396565	CDS	D	gst	ECMDS42_1306	glutathionine S-transferase	b1635	JW1627	ECK1631
1396609	1397472	CDS	C	pdxY	ECMDS42_1307	pyridoxal kinase 2/pyridoxine kinase	b1636	JW1628	ECK1632
1397531	1398805	CDS	C	tyrS	ECMDS42_1308	tyrosyl-tRNA synthetase	b1637	JW1629	ECK1633
1398934	1399590	CDS	C	pdxH	ECMDS42_1309	pyridoxine 5'-phosphate oxidase	b1638	JW1630	ECK1634
1399649	1399978	CDS	C	ydhA	ECMDS42_1310	predicted lipoprotein	b1639	JW1631	ECK1635
1400076	1401185	CDS	C	ydhH	ECMDS42_1311	conserved protein	b1640	JW1632	ECK1636
1401459	1401926	CDS	D	slyB	ECMDS42_1312	outer membrane lipoprotein	b1641	JW1633	ECK1637
1401973	1402407	CDS	C	slyA	ECMDS42_1313	DNA-binding transcriptional activator	b1642	JW5267	ECK1638
1402608	1402844	CDS	D	ydhI	ECMDS42_1314	predicted inner membrane protein	b1643	JW1635	ECK1639
1402847	1403704	CDS	D	ydhJ	ECMDS42_1315	undecaprenyl pyrophosphate phosphatase	b1644	JW1636	ECK1640
1403704	1405716	CDS	D	ydhK	ECMDS42_1316	conserved inner membrane protein	b1645	JW1637	ECK1641
1405717	1406238	CDS	C	sodC	ECMDS42_1317	superoxide dismutase%2C Cu%2C Zn	b1646	JW1638	ECK1642
1406319	1407215	CDS	C	ydhF	ECMDS42_1318	predicted oxidoreductase	b1647	JW1639	ECK1643
1407264	1407503	CDS	C	ydhL	ECMDS42_1319	conserved protein	b1648	JW5827	ECK1644
1407690	1408205	CDS	D	ydhM	ECMDS42_1320	predicted DNA-binding transcriptional regulator	b1649	JW5874	ECK1645
1408242	1409339	CDS	D	nemA	ECMDS42_1321	N-ethylmaleimide reductase%2C FMN-linked	b1650	JW1642	ECK1646
1409420	1409827	CDS	D	gloA	ECMDS42_1322	glyoxalase I%2C Ni-dependent	b1651	JW1643	ECK1647
1409930	1410577	CDS	D	rnt	ECMDS42_1323	ribonuclease T	b1652	JW1644	ECK1648
1410670	1415286	CDS	D	lhr	ECMDS42_1324	predicted ATP-dependent helicase	b1653	JW1645	ECK1649
1415337	1415684	CDS	C	ydhD	ECMDS42_1325	conserved protein	b1654	JW1646	ECK1650
1416018	1416833	CDS	D	ydhO	ECMDS42_1326	predicted lipoprotein	b1655	JW5270	ECK1651
1416961	1417542	CDS	D	sodB	ECMDS42_1327	superoxide dismutase%2C Fe	b1656	JW1648	ECK1652
1417704	1418873	CDS	C	ydhP	ECMDS42_1328	predicted transporter	b1657	JW1649	ECK1653
1419427	1420452	CDS	D	purR	ECMDS42_1329	DNA-binding transcriptional repressor%2C hypoxanthine-binding	b1658	JW1650	ECK1654
1420449	1421381	CDS	C	ydhB	ECMDS42_1330	predicted DNA-binding transcriptional regulator	b1659	JW1651	ECK1655
1421494	1422705	CDS	D	ydhC	ECMDS42_1331	predicted transporter	b1660	JW1652	ECK1656
1422996	1424144	CDS	D	cfa	ECMDS42_1332	cyclopropane fatty acyl phospholipid synthase	b1661	JW1653	ECK1657
1424184	1424825	CDS	C	ribC	ECMDS42_1333	riboflavin synthase%2C alpha subunit	b1662	JW1654	ECK1658
1425040	1426413	CDS	D	mdtK	ECMDS42_1334	multidrug efflux system transporter	b1663	JW1655	ECK1659
1426454	1427710	CDS	C	ydhQ	ECMDS42_1335	conserved protein	b1664	JW1656	ECK1660
1428283	1428588	CDS	D	ydhR	ECMDS42_1338	predicted protein	b1667	JW1657	ECK1663
1428714	1430318	CDS	D	ydhS	ECMDS42_1339	conserved protein with FAD/NAD(P)-binding domain	b1668	JW1658	ECK1664
1430330	1431142	CDS	C	ydhT	ECMDS42_1340	conserved protein	b1669	JW1659	ECK1665
1431146	1431931	CDS	C	ydhU	ECMDS42_1341	predicted cytochrome	b1670	JW1660	ECK1666
1431928	1432596	CDS	C	ydhX	ECMDS42_1342	predicted 4Fe-4S ferridoxin-type protein	b1671	JW5271	ECK1667
1432660	1433307	CDS	C	ydhW	ECMDS42_1343	predicted protein	b1672	JW1662	ECK1668
1433311	1435413	CDS	C	ydhV	ECMDS42_1344	predicted oxidoreductase	b1673	JW5272	ECK1669
1435434	1436060	CDS	C	ydhY	ECMDS42_1345	predicted 4Fe-4S ferridoxin-type protein	b1674	JW1664	ECK1670
1436515	1436724	CDS	C	ydhZ	ECMDS42_1346	predicted protein	b1675	JW1665	ECK1671
1437281	1438693	CDS	D	pykF	ECMDS42_1347	pyruvate kinase I	b1676	JW1666	ECK1672
1439004	1439240	CDS	D	lpp	ECMDS42_1348	murein lipoprotein	b1677	JW1667	ECK1673
1439304	1440308	CDS	C	ynhG	ECMDS42_1349	conserved protein	b1678	JW1668	ECK1674
1440457	1440873	CDS	C	sufE	ECMDS42_1350	sulfur acceptor protein	b1679	JW1669	ECK1675
1440886	1442106	CDS	C	sufS	ECMDS42_1351	selenocysteine lyase%2C PLP-dependent	b1680	JW1670	ECK1676
1442103	1443374	CDS	C	sufD	ECMDS42_1352	component of SufBCD complex	b1681	JW1671	ECK1677
1443349	1444095	CDS	C	sufC	ECMDS42_1353	component of SufBCD complex%2C ATP-binding component of ABC superfamily	b1682	JW1672	ECK1678
1444105	1445592	CDS	C	sufB	ECMDS42_1354	component of SufBCD complex	b1683	JW5273	ECK1679
1445601	1445969	CDS	C	sufA	ECMDS42_1355	Fe-S cluster assembly protein	b1684	JW1674	ECK1680
1446517	1446786	CDS	C	ydiH	ECMDS42_1357	predicted protein	b1685	JW1675	ECK1682
1446805	1447215	CDS	C	ydiI	ECMDS42_1358	conserved protein	b1686	JW1676	ECK1683
1447212	1450268	CDS	C	ydiJ	ECMDS42_1359	predicted FAD-linked oxidoreductase	b1687	JW1677	ECK1684
1450657	1451769	CDS	D	ydiK	ECMDS42_1360	predicted inner membrane protein	b1688	JW1678	ECK1685
1452198	1452554	CDS	D	ydiL	ECMDS42_1362	conserved protein	b1689	JW1679	ECK1687
1452654	1453868	CDS	D	ydiM	ECMDS42_1363	predicted transporter	b1690	JW1680	ECK1688
1454095	1455360	CDS	D	ydiN	ECMDS42_1364	predicted transporter	b1691	JW5274	ECK1689
1455372	1456238	CDS	D	ydiB	ECMDS42_1365	quinate/shikimate 5-dehydrogenase%2C NAD(P)-binding	b1692	JW1682	ECK1690
1456269	1457027	CDS	D	aroD	ECMDS42_1366	3-dehydroquinate dehydratase	b1693	JW1683	ECK1691
1457170	1458765	CDS	D	ydiF	ECMDS42_1367	fused predicted acetyl-CoA:acetoacetyl-CoA transferase: alpha subunit/beta subunit	b1694	JW1684	ECK1692
1458779	1459930	CDS	D	ydiO	ECMDS42_1368	predicted acyl-CoA dehydrogenase	b1695	JW5275	ECK1693
1459973	1460884	CDS	C	ydiP	ECMDS42_1369	predicted DNA-binding transcriptional regulator	b1696	JW1686	ECK1694
1461200	1461964	CDS	D	ydiQ	ECMDS42_1370	conserved protein	b1697	JW5276	ECK1695
1461984	1462922	CDS	D	ydiR	ECMDS42_1371	predicted electron transfer flavoprotein%2C FAD-binding	b1698	JW1688	ECK1696
1462978	1464267	CDS	D	ydiS	ECMDS42_1372	predicted oxidoreductase%2C FAD/NAD(P)-binding domain	b1699	JW1689	ECK1697
1464264	1464557	CDS	D	ydiT	ECMDS42_1373	predicted 4Fe-4S ferredoxin-type protein	b1700	JW1690	ECK1698
